ID	Timestamp	User Name	Type	Subtype	Result
8188	Apr 5th 2025 04:19:56	eldos	Authentication	Logout	Success
8190	Apr 5th 2025 07:01:30	eldos	Authentication	Login	Success
8195	Apr 5th 2025 19:04:03	amira	Authentication	Login	Success
8196	Apr 5th 2025 20:51:54	iliya	Authentication	Login	Success
8197	Apr 5th 2025 23:16:25	almas	Authentication	Logout	Success
8198	Apr 5th 2025 23:16:27	almas	Authentication	Login	Success
8200	Apr 6th 2025 08:28:33	aleksey	Authentication	Login	Success
8204	Apr 6th 2025 23:14:57	amira	Authentication	Login	Success
8214	Apr 7th 2025 08:15:25	eldos	Authentication	Login	Success
8215	Apr 7th 2025 08:22:24	rusla	Authentication	Login	Success
8217	Apr 7th 2025 09:04:59	diyar	Authentication	Login	Success
8218	Apr 7th 2025 09:07:18	beket	Authentication	Login	Success
8219	Apr 7th 2025 09:12:56	danab	Authentication	Login	Success
8281	Apr 7th 2025 10:05:46	bakyt	Authentication	Login	Success
8282	Apr 7th 2025 10:18:00	timur	Authentication	Login	Success
8308	Apr 7th 2025 13:25:45	aleksa	Authentication	Login	Success
8321	Apr 7th 2025 16:04:05	sylta	Authentication	Login	Success
8333	Apr 7th 2025 17:26:46	beket	Authentication	Login	Success
8338	Apr 8th 2025 07:46:55	aleksey	Authentication	Login	Success
8339	Apr 8th 2025 08:47:12	iliya	Authentication	Login	Success
8340	Apr 8th 2025 08:52:57	aleksa	Authentication	Login	Success
8341	Apr 8th 2025 08:54:18	beket	Authentication	Login	Success
8416	Apr 8th 2025 10:23:22	danab	Authentication	Login	Success
8417	Apr 8th 2025 11:35:29	diyar	Authentication	Login	Success
8418	Apr 8th 2025 16:01:22	bakyt	Authentication	Login	Success
8419	Apr 8th 2025 16:53:02	aleksa	Authentication	Logout	Success
8423	Apr 8th 2025 19:55:32	eldos	Authentication	Login	Success
8424	Apr 8th 2025 20:40:31	rusla	Authentication	Login	Success
8472	Apr 9th 2025 07:07:18	eldos	Authentication	Logout	Success
8473	Apr 9th 2025 07:07:20	eldos	Authentication	Login	Success
8474	Apr 9th 2025 07:17:39	eldos	Authentication	Login	Success
8475	Apr 9th 2025 08:49:53	aleksa	Authentication	Login	Success
8476	Apr 9th 2025 09:00:47	diyar	Authentication	Login	Success
8479	Apr 9th 2025 09:03:09	beket	Authentication	Login	Success
8493	Apr 9th 2025 09:17:30	danab	Authentication	Login	Success
8503	Apr 9th 2025 09:48:55	timur	Authentication	Login	Success
8526	Apr 9th 2025 10:14:47	bakyt	Authentication	Login	Success
8538	Apr 9th 2025 11:12:16	sylta	Authentication	Login	Success
8548	Apr 9th 2025 17:07:24	diyar	Authentication	Login	Success
8549	Apr 9th 2025 17:07:44	beket	Authentication	Login	Success
8550	Apr 9th 2025 17:17:24	danab	Authentication	Logout	Success
8554	Apr 9th 2025 19:09:38	aturt	Authentication	Login	Success
8555	Apr 9th 2025 20:38:00	iliya	Authentication	Login	Success
99463	Aug 10th 2025 04:07:44	diyaz	Authentication	Logout	Success
99499	Aug 10th 2025 05:29:04	diyaz	Authentication	Login	Success
99579	Aug 10th 2025 08:28:45	almas	Authentication	Login	Success
99617	Aug 10th 2025 10:21:25	eldos	Authentication	Login	Success
99639	Aug 10th 2025 11:36:24	aturt	Authentication	Login	Success
99752	Aug 10th 2025 18:14:08	eldos	Authentication	Login	Success
99777	Aug 10th 2025 19:55:15	rusla	Authentication	Login	Success
99948	Aug 11th 2025 02:14:23	eldos	Authentication	Logout	Success
99949	Aug 11th 2025 02:14:25	eldos	Authentication	Login	Success
100102	Aug 11th 2025 07:17:02	rusla	Authentication	Login	Success
100119	Aug 11th 2025 07:55:10	amira	Authentication	Login	Success
100130	Aug 11th 2025 08:22:59	aleksa	Authentication	Login	Success
100154	Aug 11th 2025 09:00:49	diyar	Authentication	Login	Success
100160	Aug 11th 2025 09:02:06	igork	Authentication	Login	Success
100211	Aug 11th 2025 10:00:55	beket	Authentication	Login	Success
100377	Aug 11th 2025 12:07:49	aleksey	Authentication	Login	Success
100570	Aug 11th 2025 15:55:14	amira	Authentication	Logout	Success
100580	Aug 11th 2025 16:03:59	eldos	Authentication	Login	Success
100604	Aug 11th 2025 16:38:53	amira	Authentication	Login	Success
100611	Aug 11th 2025 16:41:50	aturt	Authentication	Login	Success
100634	Aug 11th 2025 17:01:23	diyar	Authentication	Logout	Success
100639	Aug 11th 2025 17:02:17	igork	Authentication	Logout	Success
